question1,question2,is_duplicate
Where should someone new to Go modules begin?,How can a beginner start out with Go modules?,1
How do I get started with Python?,Where should someone new to Python begin?,1
How can a beginner start out with sleep hygiene?,How much does sleep hygiene cost?,0
Who invented the water cycle?,How much does the violin cost?,0
What is the best way to begin learning sourdough bread?,What are the risks of REST APIs?,0
How can a beginner start out with rock climbing?,How do I get started with rock climbing?,1
How can a beginner start out with sleep hygiene?,Who invented sleep hygiene?,0
How can a beginner start out with espresso?,Who invented espresso?,0
Where should someone new to Python begin?,What is the history of Python?,0
What is the best way to begin learning Go modules?,How can a beginner start out with Go modules?,1
How can a beginner start out with sourdough bread?,What are the risks of sourdough bread?,0
What is the best way to begin learning PostgreSQL?,How much does PostgreSQL cost?,0
How do I get started with the immune system?,How can a beginner start out with the immune system?,1
What is the history of quantum computing?,How can a beginner start out with the violin?,0
Where should someone new to the violin begin?,Why is the violin controversial?,0
How can a beginner start out with espresso?,How do I get started with espresso?,1
How can a beginner start out with espresso?,How do I get started with espresso?,1
How do I get started with the stock market?,What are the risks of the Roman empire?,0
How can a beginner start out with quantum computing?,Who invented quantum computing?,0
How can a beginner start out with compound interest?,Who invented compound interest?,0
How can a beginner start out with REST APIs?,What is the best way to begin learning REST APIs?,1
What is the best way to begin learning compound interest?,How do I get started with compound interest?,1
What are the risks of sleep hygiene?,Why is machine learning controversial?,0
Where should someone new to Kubernetes begin?,How do I get started with Kubernetes?,1
Where should someone new to Python begin?,How much does the water cycle cost?,0
How can a beginner start out with the water cycle?,What are the risks of PostgreSQL?,0
Where should someone new to PostgreSQL begin?,How can a beginner start out with PostgreSQL?,1
Where should someone new to Kubernetes begin?,What is the best way to begin learning Kubernetes?,1
How can a beginner start out with quantum computing?,What is the best way to begin learning quantum computing?,1
What is the best way to begin learning Kubernetes?,How can a beginner start out with Kubernetes?,1
What is the best way to begin learning PostgreSQL?,What are the risks of PostgreSQL?,0
What is the best way to begin learning Go modules?,How do I get started with Go modules?,1
How do I get started with the Roman empire?,Why is the Roman empire controversial?,0
How can a beginner start out with remote work?,What is the best way to begin learning remote work?,1
How do I get started with sleep hygiene?,What is the best way to begin learning sleep hygiene?,1
How do I get started with Kubernetes?,Where should someone new to Kubernetes begin?,1
